GN	logFC	AveExpr	t	P.Value	adj.P.Val	B	Significance
PRKCA	-0.327	5.523	-2.829	2.16E-02	8.34E-02	-4.343	Not significant
DDX47	0.378	4.927	2.828	2.16E-02	8.34E-02	-4.345	Not significant
TSPO	-0.358	4.962	-2.826	2.16E-02	8.36E-02	-4.347	Not significant
ZMYM4	0.334	4.724	2.826	2.17E-02	8.36E-02	-4.348	Not significant
HDGF	-0.328	5.244	-2.821	2.18E-02	8.40E-02	-4.355	Not significant
PLEKHF2	0.371	4.715	2.820	2.18E-02	8.41E-02	-4.356	Not significant
NUP155	0.350	4.026	2.818	2.19E-02	8.42E-02	-4.360	Not significant
S100A6	-0.325	5.871	-2.818	2.19E-02	8.42E-02	-4.360	Not significant
GHDC	-0.330	5.113	-2.817	2.19E-02	8.42E-02	-4.361	Not significant
STX7	-0.375	4.858	-2.817	2.19E-02	8.42E-02	-4.361	Not significant
RSBN1	-0.554	4.335	-2.817	2.20E-02	8.42E-02	-4.362	Not significant
ACTN4	-0.342	5.115	-2.815	2.20E-02	8.43E-02	-4.365	Not significant
APP	-0.430	4.126	-2.815	2.20E-02	8.43E-02	-4.365	Not significant
CLTB	-0.322	5.316	-2.811	2.22E-02	8.46E-02	-4.371	Not significant
ALYREF	-0.402	4.953	-2.811	2.22E-02	8.46E-02	-4.371	Not significant
POU2F1	-0.655	4.219	-2.811	2.22E-02	8.46E-02	-4.372	Not significant
WDFY4	0.363	4.773	2.810	2.22E-02	8.46E-02	-4.373	Not significant
PSME1	0.318	5.454	2.808	2.23E-02	8.48E-02	-4.377	Not significant
SYAP1	-0.622	4.203	-2.808	2.23E-02	8.48E-02	-4.377	Not significant
ALDH5A1	-0.436	3.952	-2.806	2.24E-02	8.50E-02	-4.380	Not significant
HDHD2	-0.317	5.322	-2.804	2.24E-02	8.51E-02	-4.382	Not significant
RNF113A	-0.340	4.599	-2.802	2.25E-02	8.53E-02	-4.385	Not significant
PDXDC1	-0.337	4.438	-2.798	2.26E-02	8.56E-02	-4.391	Not significant
AK1	-0.341	4.882	-2.799	2.26E-02	8.56E-02	-4.391	Not significant
ANXA11	-0.329	4.818	-2.788	2.30E-02	8.69E-02	-4.408	Not significant
EMB	-0.352	3.756	-2.787	2.30E-02	8.70E-02	-4.410	Not significant
RNF126	-0.337	4.338	-2.786	2.31E-02	8.71E-02	-4.412	Not significant
GAK	0.320	5.273	2.784	2.31E-02	8.73E-02	-4.414	Not significant
HSP90B1	-0.319	5.213	-2.783	2.32E-02	8.74E-02	-4.416	Not significant
SERBP1	-0.322	5.063	-2.778	2.33E-02	8.80E-02	-4.424	Not significant
ENSA	-0.340	4.993	-2.777	2.34E-02	8.80E-02	-4.425	Not significant
NQO1	0.434	5.564	2.776	2.34E-02	8.81E-02	-4.427	Not significant
CKM	0.321	4.349	2.775	2.34E-02	8.81E-02	-4.428	Not significant
SAFB	-0.380	5.012	-2.775	2.35E-02	8.81E-02	-4.429	Not significant
RSRC2	-0.442	4.212	-2.773	2.35E-02	8.82E-02	-4.432	Not significant
GATAD2B	-0.387	4.767	-2.769	2.37E-02	8.87E-02	-4.438	Not significant
BANK1	-0.355	4.886	-2.768	2.37E-02	8.88E-02	-4.440	Not significant
POLE3	-0.405	4.987	-2.767	2.38E-02	8.89E-02	-4.442	Not significant
ELL	0.576	4.043	2.764	2.38E-02	8.91E-02	-4.446	Not significant
COA3	-0.320	5.255	-2.763	2.39E-02	8.92E-02	-4.448	Not significant
LRPAP1	-0.339	5.149	-2.761	2.40E-02	8.95E-02	-4.451	Not significant
WTAP	0.320	4.565	2.758	2.41E-02	8.98E-02	-4.456	Not significant
ANKMY2	-0.420	4.812	-2.756	2.42E-02	9.00E-02	-4.459	Not significant
BAK1	0.436	4.542	2.753	2.43E-02	9.03E-02	-4.463	Not significant
C9orf64	-0.354	4.700	-2.751	2.43E-02	9.04E-02	-4.467	Not significant
TCEAL5	-0.421	4.570	-2.752	2.43E-02	9.04E-02	-4.466	Not significant
HTATIP2	0.348	4.729	2.749	2.44E-02	9.05E-02	-4.471	Not significant
PABPC3	0.323	4.952	2.748	2.45E-02	9.05E-02	-4.472	Not significant
GRHPR	-0.315	5.006	-2.748	2.45E-02	9.05E-02	-4.472	Not significant
FAM83H	-0.336	3.334	-2.750	2.44E-02	9.05E-02	-4.468	Not significant
ASL	-0.343	5.127	-2.749	2.44E-02	9.05E-02	-4.471	Not significant
CTDSPL2	-0.413	3.911	-2.748	2.45E-02	9.05E-02	-4.472	Not significant
PCK2	-0.334	4.416	-2.747	2.45E-02	9.06E-02	-4.474	Not significant
ALDH4A1	-0.388	4.210	-2.743	2.46E-02	9.10E-02	-4.480	Not significant
DBN1	-0.472	3.800	-2.742	2.47E-02	9.11E-02	-4.482	Not significant
RGS14	-0.607	3.535	-2.741	2.47E-02	9.11E-02	-4.482	Not significant
RRM2B	-0.401	4.596	-2.740	2.48E-02	9.11E-02	-4.484	Not significant
STAT6	0.439	4.358	2.740	2.48E-02	9.11E-02	-4.485	Not significant
CTSH	0.395	5.037	2.739	2.48E-02	9.12E-02	-4.487	Not significant
AQR	0.362	4.523	2.735	2.50E-02	9.16E-02	-4.493	Not significant
RANBP2	0.340	4.692	2.735	2.50E-02	9.16E-02	-4.493	Not significant
RELL1	-0.342	4.763	-2.734	2.50E-02	9.16E-02	-4.494	Not significant
ANXA4	-0.355	4.518	-2.733	2.51E-02	9.18E-02	-4.497	Not significant
SGF29	-0.368	3.932	-2.732	2.51E-02	9.19E-02	-4.498	Not significant
PRDX6	-0.378	5.240	-2.730	2.52E-02	9.20E-02	-4.501	Not significant
ATP6V0A2	0.349	3.305	2.729	2.52E-02	9.21E-02	-4.503	Not significant
PPFIA1	0.314	4.263	2.728	2.52E-02	9.21E-02	-4.504	Not significant
SLC2A9	-0.466	4.019	-2.728	2.52E-02	9.21E-02	-4.504	Not significant
ARHGAP15	-0.321	5.161	-2.721	2.55E-02	9.31E-02	-4.516	Not significant
GTPBP6	0.312	4.030	2.719	2.56E-02	9.32E-02	-4.518	Not significant
SRFBP1	0.334	5.448	2.717	2.57E-02	9.32E-02	-4.521	Not significant
TSNAX	-0.330	5.207	-2.718	2.56E-02	9.32E-02	-4.520	Not significant
OSBPL2	-0.400	3.866	-2.718	2.56E-02	9.32E-02	-4.519	Not significant
COMMD3	-0.408	4.357	-2.717	2.57E-02	9.32E-02	-4.521	Not significant
NUDCD1	0.354	4.952	2.716	2.57E-02	9.33E-02	-4.524	Not significant
COG5	0.356	4.509	2.713	2.58E-02	9.34E-02	-4.527	Not significant
MYO18A	-0.316	4.572	-2.714	2.58E-02	9.34E-02	-4.526	Not significant
NIPSNAP1	-0.329	4.674	-2.714	2.58E-02	9.34E-02	-4.525	Not significant
NOL6	0.440	4.660	2.709	2.60E-02	9.38E-02	-4.534	Not significant
MCM7	-0.352	4.701	-2.710	2.60E-02	9.38E-02	-4.533	Not significant
NDUFA13	-0.471	4.124	-2.709	2.60E-02	9.38E-02	-4.534	Not significant
ESYT2	-0.332	4.670	-2.707	2.61E-02	9.41E-02	-4.538	Not significant
RECQL4	-0.417	3.798	-2.705	2.62E-02	9.43E-02	-4.541	Not significant
LRPPRC	0.306	5.157	2.704	2.62E-02	9.43E-02	-4.542	Not significant
ETHE1	-0.313	4.564	-2.700	2.64E-02	9.48E-02	-4.548	Not significant
PDAP1	-0.344	5.070	-2.695	2.66E-02	9.55E-02	-4.557	Not significant
CD99	-0.451	3.762	-2.689	2.69E-02	9.64E-02	-4.567	Not significant
MACROD1	-0.367	3.522	-2.687	2.69E-02	9.66E-02	-4.570	Not significant
MTHFD1	-0.309	5.203	-2.686	2.70E-02	9.66E-02	-4.571	Not significant
MNDA	0.305	5.633	2.684	2.70E-02	9.68E-02	-4.574	Not significant
KATNB1	-0.476	3.847	-2.683	2.71E-02	9.69E-02	-4.576	Not significant
COG7	0.589	4.232	2.682	2.71E-02	9.70E-02	-4.577	Not significant
VTI1B	-0.467	4.749	-2.681	2.72E-02	9.70E-02	-4.579	Not significant
COIL	0.313	4.731	2.680	2.72E-02	9.71E-02	-4.580	Not significant
CLASRP	-0.322	3.822	-2.679	2.73E-02	9.72E-02	-4.582	Not significant
CMSS1	-0.310	4.873	-2.677	2.73E-02	9.74E-02	-4.585	Not significant
PTPN12	0.310	4.397	2.673	2.75E-02	9.79E-02	-4.591	Not significant
BRIX1	0.309	4.960	2.673	2.75E-02	9.79E-02	-4.592	Not significant
CALU	-0.325	4.301	-2.672	2.76E-02	9.80E-02	-4.594	Not significant
MTPN	-0.307	5.843	-2.671	2.76E-02	9.80E-02	-4.594	Not significant
GLG1	-0.317	4.958	-2.669	2.77E-02	9.82E-02	-4.598	Not significant
NAA50	0.344	5.320	2.668	2.77E-02	9.83E-02	-4.599	Not significant
CCDC59	0.336	4.932	2.666	2.78E-02	9.85E-02	-4.603	Not significant
PSMB4	-0.349	4.638	-2.664	2.79E-02	9.88E-02	-4.606	Not significant
IL18	-0.305	5.491	-2.663	2.79E-02	9.88E-02	-4.607	Not significant
FTO	-0.399	4.715	-2.663	2.80E-02	9.88E-02	-4.608	Not significant
PAXBP1	0.415	4.268	2.659	2.82E-02	9.92E-02	-4.615	Not significant
ACBD5	0.356	4.393	2.658	2.82E-02	9.92E-02	-4.615	Not significant
PSMD6	0.317	4.788	2.658	2.82E-02	9.92E-02	-4.616	Not significant
ERAP1	0.310	5.314	2.658	2.82E-02	9.92E-02	-4.615	Not significant
PSIP1	-0.390	5.116	-2.660	2.81E-02	9.92E-02	-4.613	Not significant
GTSE1	-0.339	4.401	-2.655	2.83E-02	9.95E-02	-4.620	Not significant
GNL3	0.352	5.010	2.653	2.84E-02	9.95E-02	-4.624	Not significant
PWP2	0.300	5.102	2.654	2.84E-02	9.95E-02	-4.622	Not significant
ADSSL1	-0.303	4.340	-2.653	2.84E-02	9.95E-02	-4.624	Not significant
PNN	-0.315	5.171	-2.654	2.84E-02	9.95E-02	-4.622	Not significant
U2SURP	0.358	4.937	2.650	2.85E-02	9.99E-02	-4.628	Not significant
SF3A2	-0.380	5.247	-2.641	2.89E-02	1.01E-01	-4.643	Not significant
MLYCD	0.299	4.300	2.639	2.90E-02	1.01E-01	-4.646	Not significant
RPS19	-0.323	5.128	-2.639	2.90E-02	1.01E-01	-4.646	Not significant
MRI1	-0.312	4.415	-2.635	2.92E-02	1.02E-01	-4.653	Not significant
C2orf49	-0.553	4.404	-2.634	2.92E-02	1.02E-01	-4.653	Not significant
ADK	-0.342	5.133	-2.634	2.93E-02	1.02E-01	-4.654	Not significant
KIAA0196	0.323	3.876	2.633	2.93E-02	1.02E-01	-4.656	Not significant
HAUS4	-0.311	4.129	-2.632	2.93E-02	1.02E-01	-4.656	Not significant
LANCL1	-0.316	5.156	-2.632	2.94E-02	1.02E-01	-4.657	Not significant
SNRPD2	-0.297	5.225	-2.629	2.95E-02	1.02E-01	-4.662	Not significant
ACTR3	-0.342	5.085	-2.629	2.95E-02	1.02E-01	-4.661	Not significant
FCF1	0.312	3.852	2.628	2.95E-02	1.02E-01	-4.663	Not significant
BIRC6	0.308	4.529	2.627	2.96E-02	1.02E-01	-4.664	Not significant
PAG1	0.350	4.785	2.626	2.97E-02	1.03E-01	-4.667	Not significant
DHX8	0.327	4.248	2.620	2.99E-02	1.03E-01	-4.676	Not significant
SCRIB	-0.300	4.569	-2.621	2.99E-02	1.03E-01	-4.675	Not significant
7.0000	-0.303	5.630	-2.621	2.99E-02	1.03E-01	-4.674	Not significant
FYCO1	-0.304	4.355	-2.620	2.99E-02	1.03E-01	-4.676	Not significant
CNPY2	-0.306	4.319	-2.621	2.99E-02	1.03E-01	-4.675	Not significant
PRPSAP2	-0.318	4.320	-2.621	2.99E-02	1.03E-01	-4.674	Not significant
PHB	-0.314	5.290	-2.619	2.99E-02	1.03E-01	-4.677	Not significant
PPIAL4C	-0.346	5.618	-2.618	3.00E-02	1.03E-01	-4.679	Not significant
JUND	-0.522	4.599	-2.616	3.01E-02	1.03E-01	-4.683	Not significant
QPCTL	-0.304	4.504	-2.614	3.02E-02	1.04E-01	-4.686	Not significant
STAG1	-0.311	4.226	-2.614	3.02E-02	1.04E-01	-4.686	Not significant
IPO4	0.360	4.308	2.612	3.03E-02	1.04E-01	-4.689	Not significant
COX6B1	-0.323	4.174	-2.612	3.03E-02	1.04E-01	-4.688	Not significant
PPP1R3D	-0.357	4.869	-2.611	3.03E-02	1.04E-01	-4.690	Not significant
WDR70	-0.345	4.193	-2.610	3.04E-02	1.04E-01	-4.692	Not significant
SNX8	0.429	3.582	2.607	3.05E-02	1.04E-01	-4.696	Not significant
C5orf22	0.339	3.808	2.608	3.05E-02	1.04E-01	-4.696	Not significant
INTS1	0.321	4.133	2.608	3.05E-02	1.04E-01	-4.696	Not significant
EEF1D	-0.344	3.964	-2.609	3.05E-02	1.04E-01	-4.694	Not significant
PKIB	-0.416	5.188	-2.608	3.05E-02	1.04E-01	-4.695	Not significant
SEC61A1	0.324	5.339	2.603	3.07E-02	1.04E-01	-4.704	Not significant
CDKN2AIP	0.320	4.546	2.603	3.08E-02	1.04E-01	-4.704	Not significant
STX12	0.302	5.765	2.603	3.07E-02	1.04E-01	-4.703	Not significant
DDX3Y	0.296	5.691	2.604	3.07E-02	1.04E-01	-4.702	Not significant
TTC1	-0.309	5.174	-2.604	3.07E-02	1.04E-01	-4.701	Not significant
FAM96B	-0.319	4.404	-2.605	3.06E-02	1.04E-01	-4.700	Not significant
PC	-0.349	3.040	-2.604	3.07E-02	1.04E-01	-4.701	Not significant
TRMT112	-0.383	4.197	-2.605	3.06E-02	1.04E-01	-4.700	Not significant
LUC7L2	-0.324	4.470	-2.601	3.08E-02	1.04E-01	-4.707	Not significant
ARHGAP18	0.303	4.380	2.598	3.10E-02	1.05E-01	-4.711	Not significant
RRP1B	0.392	4.271	2.597	3.10E-02	1.05E-01	-4.712	Not significant
PIEZO1	-0.366	3.445	-2.594	3.11E-02	1.05E-01	-4.717	Not significant
POLD4	-0.693	3.740	-2.593	3.12E-02	1.05E-01	-4.719	Not significant
ANP32B	-0.389	5.336	-2.590	3.14E-02	1.06E-01	-4.724	Not significant
HM13	0.332	5.060	2.589	3.14E-02	1.06E-01	-4.725	Not significant
ZC3H7A	0.439	3.983	2.588	3.15E-02	1.06E-01	-4.727	Not significant
RAB4A	-0.303	3.989	-2.587	3.15E-02	1.06E-01	-4.729	Not significant
PIK3R4	0.295	4.434	2.585	3.16E-02	1.06E-01	-4.731	Not significant
CRYZL1	-0.305	6.001	-2.583	3.17E-02	1.06E-01	-4.734	Not significant
IMMT	0.341	3.755	2.583	3.17E-02	1.06E-01	-4.736	Not significant
TKFC	-0.332	4.281	-2.582	3.18E-02	1.06E-01	-4.736	Not significant
ASNA1	-0.311	4.671	-2.579	3.19E-02	1.07E-01	-4.741	Not significant
LTV1	0.323	4.542	2.576	3.21E-02	1.07E-01	-4.746	Not significant
M6PR	-0.642	4.564	-2.575	3.21E-02	1.07E-01	-4.748	Not significant
SNX6	0.294	5.230	2.573	3.22E-02	1.07E-01	-4.750	Not significant
USP19	0.292	4.668	2.574	3.22E-02	1.07E-01	-4.750	Not significant
GTF2H2	-0.292	4.453	-2.572	3.23E-02	1.08E-01	-4.753	Not significant
ABCF2	0.325	4.945	2.570	3.24E-02	1.08E-01	-4.756	Not significant
CHAF1A	-0.406	4.595	-2.569	3.24E-02	1.08E-01	-4.758	Not significant
RBM5	0.324	3.518	2.565	3.26E-02	1.08E-01	-4.764	Not significant
ALG5	0.306	4.659	2.566	3.26E-02	1.08E-01	-4.762	Not significant
TGOLN2	-0.291	4.708	-2.564	3.27E-02	1.08E-01	-4.765	Not significant
ARFIP2	-0.307	3.744	-2.564	3.27E-02	1.08E-01	-4.765	Not significant
FAM133A	-0.323	5.868	-2.565	3.26E-02	1.08E-01	-4.764	Not significant
ALDH16A1	-0.330	4.311	-2.564	3.27E-02	1.08E-01	-4.765	Not significant
BDH2	-0.391	4.199	-2.564	3.27E-02	1.08E-01	-4.765	Not significant
PDLIM7	-0.319	4.816	-2.561	3.28E-02	1.09E-01	-4.770	Not significant
ECHDC1	-0.309	4.527	-2.560	3.29E-02	1.09E-01	-4.771	Not significant
DDRGK1	-0.333	4.027	-2.561	3.28E-02	1.09E-01	-4.771	Not significant
SRSF9	-0.309	4.964	-2.559	3.29E-02	1.09E-01	-4.773	Not significant
HIST1H4A	-0.489	4.717	-2.558	3.30E-02	1.09E-01	-4.775	Not significant
HNRNPL	-0.295	4.526	-2.556	3.31E-02	1.09E-01	-4.778	Not significant
SLC25A6	0.292	5.542	2.551	3.34E-02	1.10E-01	-4.786	Not significant
UBL5	-0.315	5.992	-2.551	3.34E-02	1.10E-01	-4.786	Not significant
MTMR9	0.370	3.884	2.549	3.35E-02	1.10E-01	-4.790	Not significant
GMPR2	-0.409	4.163	-2.547	3.36E-02	1.10E-01	-4.793	Not significant
RNPEP	-0.342	4.854	-2.545	3.37E-02	1.11E-01	-4.796	Not significant
NDUFA10	0.310	5.241	2.544	3.37E-02	1.11E-01	-4.797	Not significant
HEXA	-0.302	4.358	-2.543	3.38E-02	1.11E-01	-4.799	Not significant
MTPAP	0.348	4.609	2.541	3.39E-02	1.11E-01	-4.802	Not significant
N6AMT1	-0.304	4.756	-2.541	3.39E-02	1.11E-01	-4.802	Not significant
RPS19BP1	-0.380	3.619	-2.539	3.40E-02	1.11E-01	-4.804	Not significant
SMARCC2	-0.308	4.859	-2.539	3.40E-02	1.11E-01	-4.806	Not significant
C1orf123	-0.313	4.656	-2.537	3.41E-02	1.11E-01	-4.808	Not significant
AP3D1	0.286	4.897	2.535	3.42E-02	1.12E-01	-4.811	Not significant
SSBP1	0.466	4.902	2.532	3.43E-02	1.12E-01	-4.815	Not significant
DDX41	-0.392	4.571	-2.531	3.44E-02	1.12E-01	-4.818	Not significant
VPS33A	0.309	5.178	2.529	3.45E-02	1.12E-01	-4.820	Not significant
PRKCD	0.303	5.119	2.529	3.45E-02	1.12E-01	-4.821	Not significant
USO1	0.296	5.299	2.529	3.45E-02	1.12E-01	-4.821	Not significant
ACSL3	0.290	4.684	2.525	3.47E-02	1.13E-01	-4.826	Not significant
GPALPP1	-0.287	4.167	-2.523	3.49E-02	1.13E-01	-4.830	Not significant
FKBP15	0.308	4.508	2.521	3.50E-02	1.13E-01	-4.834	Not significant
NOC3L	0.307	5.202	2.521	3.50E-02	1.13E-01	-4.833	Not significant
SSB	0.294	5.488	2.522	3.49E-02	1.13E-01	-4.833	Not significant
GLUL	0.284	4.233	2.521	3.50E-02	1.13E-01	-4.833	Not significant
ARHGAP1	-0.298	4.777	-2.520	3.50E-02	1.13E-01	-4.834	Not significant
SEC24D	0.368	4.628	2.519	3.51E-02	1.13E-01	-4.836	Not significant
SRGAP2C	0.345	4.654	2.516	3.52E-02	1.13E-01	-4.841	Not significant
DCUN1D1	0.324	4.678	2.517	3.52E-02	1.13E-01	-4.841	Not significant
MAP7D1	0.320	4.450	2.517	3.52E-02	1.13E-01	-4.840	Not significant
AHSA1	0.293	5.160	2.518	3.52E-02	1.13E-01	-4.839	Not significant
PIH1D1	-0.315	4.996	-2.517	3.52E-02	1.13E-01	-4.840	Not significant
SRR	-0.330	3.839	-2.518	3.52E-02	1.13E-01	-4.839	Not significant
DFFA	-0.345	4.474	-2.514	3.54E-02	1.14E-01	-4.845	Not significant
STX8	-0.376	4.317	-2.514	3.54E-02	1.14E-01	-4.845	Not significant
FXR2	0.319	4.142	2.512	3.55E-02	1.14E-01	-4.847	Not significant
CELF1	0.323	4.509	2.509	3.56E-02	1.14E-01	-4.852	Not significant
LMAN2	-0.288	4.936	-2.509	3.57E-02	1.14E-01	-4.853	Not significant
DCAF7	-0.305	4.756	-2.510	3.56E-02	1.14E-01	-4.852	Not significant
VPS25	-0.356	4.276	-2.508	3.57E-02	1.14E-01	-4.854	Not significant
MRPL18	-0.382	5.501	-2.509	3.56E-02	1.14E-01	-4.852	Not significant
ARID4B	0.289	4.919	2.501	3.61E-02	1.15E-01	-4.865	Not significant
RABL3	-0.304	5.183	-2.502	3.60E-02	1.15E-01	-4.864	Not significant
NDUFS1	-0.305	4.848	-2.502	3.61E-02	1.15E-01	-4.865	Not significant
EZR	-0.313	4.941	-2.500	3.61E-02	1.15E-01	-4.867	Not significant
BAG2	-0.326	4.462	-2.499	3.62E-02	1.15E-01	-4.868	Not significant
CD59	0.290	5.490	2.497	3.63E-02	1.16E-01	-4.871	Not significant
CBR4	0.338	3.523	2.494	3.65E-02	1.16E-01	-4.876	Not significant
SORBS3	-0.351	4.063	-2.495	3.65E-02	1.16E-01	-4.876	Not significant
DDHD2	-0.364	3.167	-2.495	3.64E-02	1.16E-01	-4.875	Not significant
GRPEL1	0.351	5.233	2.493	3.66E-02	1.16E-01	-4.878	Not significant
PSMD10	-0.351	5.055	-2.493	3.66E-02	1.16E-01	-4.878	Not significant
CPSF7	-0.283	4.832	-2.492	3.66E-02	1.16E-01	-4.880	Not significant
SIRT1	0.377	4.025	2.487	3.69E-02	1.17E-01	-4.887	Not significant
PTRH2	0.292	4.447	2.487	3.69E-02	1.17E-01	-4.887	Not significant
FBXO4	-0.291	4.664	-2.484	3.70E-02	1.17E-01	-4.891	Not significant
TEFM	0.320	2.937	2.481	3.72E-02	1.17E-01	-4.897	Not significant
DNTTIP2	0.307	4.748	2.481	3.72E-02	1.17E-01	-4.896	Not significant
THOC2	0.292	4.995	2.481	3.73E-02	1.17E-01	-4.898	Not significant
SCCPDH	-0.286	4.905	-2.481	3.72E-02	1.17E-01	-4.897	Not significant
STIP1	-0.297	5.653	-2.480	3.73E-02	1.17E-01	-4.898	Not significant
BARX1	-0.331	4.593	-2.483	3.72E-02	1.17E-01	-4.894	Not significant
RPL35	-0.619	5.375	-2.482	3.72E-02	1.17E-01	-4.896	Not significant
RAB3GAP1	0.322	4.742	2.478	3.74E-02	1.18E-01	-4.902	Not significant
SLC38A10	-0.286	4.470	-2.478	3.74E-02	1.18E-01	-4.902	Not significant
MCM5	-0.295	5.064	-2.478	3.74E-02	1.18E-01	-4.901	Not significant
MACF1	0.310	3.484	2.473	3.77E-02	1.18E-01	-4.910	Not significant
BCAP31	-0.287	5.599	-2.472	3.78E-02	1.18E-01	-4.911	Not significant
THOP1	-0.291	4.938	-2.471	3.79E-02	1.19E-01	-4.913	Not significant
UROS	-0.362	4.794	-2.470	3.79E-02	1.19E-01	-4.914	Not significant
GART	0.293	5.317	2.468	3.80E-02	1.19E-01	-4.918	Not significant
MED15	0.406	4.047	2.466	3.81E-02	1.19E-01	-4.920	Not significant
VPS39	0.281	4.562	2.464	3.83E-02	1.19E-01	-4.924	Not significant
PPP1R21	-0.312	4.245	-2.463	3.83E-02	1.20E-01	-4.926	Not significant
S100A11	-0.318	5.484	-2.459	3.86E-02	1.20E-01	-4.932	Not significant
SDHB	-0.321	5.386	-2.457	3.87E-02	1.21E-01	-4.935	Not significant
POLDIP2	0.286	4.050	2.455	3.88E-02	1.21E-01	-4.939	Not significant
STK39	-0.300	3.916	-2.455	3.88E-02	1.21E-01	-4.939	Not significant
H1F0	-0.315	5.471	-2.453	3.89E-02	1.21E-01	-4.941	Not significant
IMPDH2	-0.323	5.510	-2.452	3.90E-02	1.21E-01	-4.942	Not significant
NDUFA6	-0.323	5.011	-2.450	3.91E-02	1.21E-01	-4.946	Not significant
NMRAL1	-0.291	5.148	-2.450	3.91E-02	1.21E-01	-4.947	Not significant
DNAJC7	0.293	5.242	2.447	3.93E-02	1.22E-01	-4.950	Not significant
MBLAC2	-0.332	3.532	-2.447	3.93E-02	1.22E-01	-4.951	Not significant
NOM1	0.295	4.925	2.445	3.94E-02	1.22E-01	-4.953	Not significant
TMED3	-0.282	4.616	-2.441	3.97E-02	1.23E-01	-4.961	Not significant
STX5	0.277	4.473	2.437	3.99E-02	1.23E-01	-4.966	Not significant
BAIAP2	-0.280	3.908	-2.438	3.99E-02	1.23E-01	-4.965	Not significant
HMGCL	-0.281	4.897	-2.437	3.99E-02	1.23E-01	-4.966	Not significant
PCCB	-0.312	3.792	-2.436	4.00E-02	1.23E-01	-4.968	Not significant
CRLF3	0.335	4.008	2.433	4.02E-02	1.24E-01	-4.973	Not significant
POLR2I	-0.277	4.639	-2.432	4.02E-02	1.24E-01	-4.975	Not significant
BLOC1S1	-0.375	4.580	-2.432	4.02E-02	1.24E-01	-4.974	Not significant
ANPEP	0.282	4.614	2.430	4.03E-02	1.24E-01	-4.977	Not significant
SPTLC2	0.336	3.809	2.429	4.05E-02	1.24E-01	-4.980	Not significant
RFX1	-0.280	4.105	-2.430	4.04E-02	1.24E-01	-4.978	Not significant
ALDH1L2	-0.288	4.721	-2.429	4.04E-02	1.24E-01	-4.979	Not significant
MRPL12	-0.354	5.512	-2.429	4.05E-02	1.24E-01	-4.980	Not significant
PBRM1	0.309	4.730	2.428	4.05E-02	1.24E-01	-4.981	Not significant
EVL	0.301	4.451	2.427	4.06E-02	1.24E-01	-4.983	Not significant
FAM120B	0.358	3.233	2.426	4.06E-02	1.24E-01	-4.984	Not significant
TMEM126A	0.308	3.747	2.425	4.07E-02	1.24E-01	-4.985	Not significant
ALDH2	-0.295	4.914	-2.425	4.07E-02	1.24E-01	-4.986	Not significant
TIA1	-0.364	4.121	-2.425	4.07E-02	1.24E-01	-4.986	Not significant
TXNDC17	-0.406	4.771	-2.424	4.07E-02	1.24E-01	-4.986	Not significant
ITGAL	-0.329	4.602	-2.424	4.08E-02	1.24E-01	-4.988	Not significant
STAMBP	-0.289	4.556	-2.420	4.10E-02	1.25E-01	-4.993	Not significant
WDR44	-0.290	4.226	-2.420	4.10E-02	1.25E-01	-4.993	Not significant
WDR75	0.302	4.782	2.419	4.11E-02	1.25E-01	-4.996	Not significant
RAB10	0.317	4.369	2.418	4.11E-02	1.25E-01	-4.996	Not significant
STAU2	-0.335	5.007	-2.414	4.14E-02	1.26E-01	-5.002	Not significant
HTT	0.295	4.348	2.413	4.15E-02	1.26E-01	-5.005	Not significant
PPP3R1	-0.273	5.125	-2.413	4.15E-02	1.26E-01	-5.005	Not significant
EIF3CL	0.281	5.257	2.411	4.16E-02	1.26E-01	-5.007	Not significant
DHTKD1	-0.276	4.754	-2.410	4.17E-02	1.26E-01	-5.009	Not significant
ERI1	-0.283	4.875	-2.410	4.17E-02	1.26E-01	-5.009	Not significant
ACADSB	-0.300	4.404	-2.410	4.17E-02	1.26E-01	-5.009	Not significant
UPF3B	-0.318	3.898	-2.410	4.17E-02	1.26E-01	-5.009	Not significant
SH3BP5L	-0.409	4.458	-2.411	4.16E-02	1.26E-01	-5.008	Not significant
ENO2	-0.343	4.266	-2.409	4.17E-02	1.26E-01	-5.011	Not significant
EIF3I	0.349	4.957	2.407	4.19E-02	1.26E-01	-5.014	Not significant
SAE1	-0.273	5.537	-2.407	4.19E-02	1.26E-01	-5.014	Not significant
NDUFB5	-0.276	5.283	-2.407	4.19E-02	1.26E-01	-5.014	Not significant
SNAP23	-0.280	4.325	-2.407	4.18E-02	1.26E-01	-5.013	Not significant
UGGT1	-0.271	4.954	-2.406	4.20E-02	1.26E-01	-5.016	Not significant
POLD1	-0.278	4.461	-2.404	4.20E-02	1.26E-01	-5.018	Not significant
TXNDC12	-0.297	4.624	-2.405	4.20E-02	1.26E-01	-5.017	Not significant
HN1L	-0.320	5.266	-2.405	4.20E-02	1.26E-01	-5.018	Not significant
TIMELESS	-0.322	5.255	-2.406	4.20E-02	1.26E-01	-5.016	Not significant
FAM129B	0.294	4.844	2.403	4.22E-02	1.26E-01	-5.021	Not significant
EMILIN2	0.275	4.280	2.403	4.22E-02	1.26E-01	-5.021	Not significant
DIP2B	0.429	3.477	2.400	4.23E-02	1.27E-01	-5.024	Not significant
